4397580	4301160	Чорная птушка (субцітры)
4439362	13821562	Дзіцёнак-ніндзя (субцітры)
4439600	11777738	Герой
4475473	10541088	Ферма Кларксана (субцітры)
4477286	11181824	Дзесяць адсоткаў (субцітры)
4481731	14452776	Мядзведзь (субцітры)
4546051	14915608	Нова нанова
4551116	13328824	Сляпы, які не хацеў глядзець «Тытанік» (субцітры)
4553460		Лагодны воўк
4559925	15005868	Паўднёвы парк
4655684	14369780	Палюбоўнік лэдзі Чатэрлі (субцітры)
4673419	14413652	Уздымі планку (субцітры)
4675075	15574312	Пацыент (субцітры)
4703238	11358390	Рэнфілд
4716245	15777864	Хільда і Горны Кароль (субцітры)
4775434	13328800	Дзяўчаты, дзяўчаты (субцітры)
4781118	16152716	Кансультант (субцітры)
4831920	4971366	Горны Кароль
4851056	17526648	Схаваная 
4861733	13683866	Бальшуны (субцітры)
4891365	12879632	Дзіцё (субцітры)
4917950	10324164	Дагістарычная планета (субцітры)
5024098	21106500	Біл Бёр: Канцэрт у Рэд Рокс
5026746	17338938	Шукальнікі каляднай зорачкі
5094807	19801336	Дзесяць (субцітры)
5097872	9805678	Замёрзлая планета II (субцітры)
5257392	21364054	Падрыў
5273592		Марыля. У пошуках дзіўнікаў
300214250	26493973	Кухня Джыні (субцітры)
